1,304
2,1896022016
3,4110417920
4,3255304192
5,1812070400
6,2466250752
7,2836660224
8,4244635648
9,369098752
10,218103808
11,2952855552
12,587333632
13,3858759680
14,17235968
15,822083584
16,2516582400
17,1342242816
18,1056964608
19,1761673216
20,3775004672
21,2399731712
22,3154509824
23,16777216
24,2684420096
25,3020029952
26,1761673216
27,738197504
28,335544320
29,385875968
30,2432827392
31,637599744
32,117833728
33,1107820544
34,2852847616
1,304
2,1896022016
3,4110417920
4,3255304192
5,1812070400
6,2466250752
7,2836660224
8,4244635648
9,369098752
10,218103808
11,2952855552
12,587333632
13,3858759680
14,17235968
15,822083584
16,2516582400
17,1342242816
18,1056964608
19,1761673216
20,3775004672
21,2399731712
22,3154509824
23,16777216
24,2684420096
25,3020029952
26,1761673216
27,738197504
28,335544320
29,385875968
30,2432827392
31,637599744
32,117833728
33,1107820544
34,2852847616
35,3288399872
36,268566528
37,1191182336
38,4143972352
39,3607298048
40,1007222784
41,269025280
42,1560543232
43,4110614528
44,2483027968
45,3154509824
46,2047016960
47,3406102528
48,1560412160
49,789512192
50,3557425152
51,385875968
52,856031232
53,3087007744
54,1694498816
55,2097741824
56,738394112
57,587464704
58,3355770880
59,3372613632
60,2701262848
61,1426194432
62,1795555328
63,537001984
64,1359216640
65,637665280
66,453509120
67,3590455296
68,3087007744
69,2952790016
70,4177657856
71,2969632768
72,2534604800
73,4094099456
74,1426456576
75,1744830464
76,1493172224
77,2382626816
78,2652635136
79,3959685120
80,3204841472
81,3573547008
82,402653184
83,537001984
84,3573809152
85,3137404928
86,4278779904
87,3875667968
88,2566979584
89,3255566336
90,3254845440
91,2467168256
92,2214592512
93,1963327488
94,319291392
95,3893035008
96,3288465408
97,4227989504
98,2634219520
99,2265317376
100,1711407104
101,503513088
102,3120562176
103,1292238848
104,1644429312
105,1560477696
106,3758292992
107,1342177280
108,2013265920
109,1577910272
110,637599744
111,2567110656
112,705036288
113,2332753920
114,872742912
115,4026662912
116,1024393216
117,2533883904
118,2399141888
119,520486912
120,1040384000
121,270204928
122,3490054144
123,3439722496
124,16842752
125,1728249856
126,471072768
127,721879040
128,3356033024
129,1107361792
130,4211081216
131,2702180352
132,2399272960
133,1493368832
134,2970615808
135,4145414144
136,3607232512
137,2349203456
138,1812332544
139,2349268992
140,1946222592
141,3841982464
142,3490447360
143,2685927424
144,352387072
145,1393229824
146,1745223680
147,2483879936
148,3473342464
149,3189768192
150,4177723392
151,1174470656
152,671678464
153,1493827584
154,1946222592
155,1443758080
156,1963393024
157,2752446464
158,4161011712
159,923140096
160,1762131968
161,3473342464
162,1493565440
163,3120693248
164,1880358912
165,2316304384
166,4060479488
167,33554432
168,855769088
169,2063728640
170,2048786432
171,2785345536
172,1946550272
173,3691118592
174,3674537984
175,738787328
176,1846345728
177,3523346432
178,285605888
179,470286336
180,3775201280
181,655097856
182,755302400
183,1543831552
184,1191837696
185,3204710400
186,771817472
187,839122944
188,3775004672
189,4127719424
190,1409351680
191,570949632
